,Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL,week_open,week_close
12,13,12.0,Os Bico Tão Se Perguntando (Let’s Go 3),MC PH,7,5728583,2.9%,https://www.youtube.com/watch?v=uvbKI8Bc9dA,2023-05-19,2023-05-25
13,14,6.0,Conexões de Máfia (feat. Rich The Kid),Matuê,4,5210893,-20.5%,https://www.youtube.com/watch?v=rGHJ0mqean4,2023-05-19,2023-05-25
14,15,17.0,MINHA CURA,MC Cabelinho,21,4788461,11.4%,https://www.youtube.com/watch?v=har3c93pJe0,2023-05-19,2023-05-25
15,16,23.0,085 (Ao Vivo),MC Rogerinho,13,4394975,13%,https://www.youtube.com/watch?v=LpHfPPqjUOk,2023-05-19,2023-05-25
16,17,16.0,BEM MELHOR,"MC Cabelinho, Oruam & Palma",3,4298248,-2.2%,https://www.youtube.com/watch?v=kWvFoR-Wf-I,2023-05-19,2023-05-25
17,18,20.0,Coração de Gelo,WIU,25,4249681,3.1%,https://www.youtube.com/watch?v=p03BWB5SN4M,2023-05-19,2023-05-25
18,19,18.0,Melhor Só,"Kayblack, Marquinho no Beat & Baco Exu do Blues",8,4248175,-0.1%,https://www.youtube.com/watch?v=0lgAIjua6pA,2023-05-19,2023-05-25
19,20,19.0,Não Para,"Belle Kaffer, Ana Castela & Charles New",12,4224931,1.9%,https://www.youtube.com/watch?v=NbOBWn43wGc,2023-05-19,2023-05-25
20,21,22.0,"Set Dj Boy 3.0 (feat. Mc Kako, MC Hariel, MC Tuto, MC Marks & MC Vine7)","DJ BOY, MC Don Juan & MC Joãozinho VT",3,4048181,2.9%,https://www.youtube.com/watch?v=CWDZF7aJmjE,2023-05-19,2023-05-25
21,22,24.0,Vacilão,"Zé Felipe, Igow & Wesley Safadão",10,3956033,5.7%,https://www.youtube.com/watch?v=Ve6Am4IOX-Q,2023-05-19,2023-05-25
22,23,25.0,Lovezinho (Sexy Version) (Remix) (feat. DJ Garcez),Treyce,15,3865484,5.7%,https://www.youtube.com/watch?v=,2023-05-19,2023-05-25
23,24,,Novo Balanço,"Veigh, Bvga Beatz, -- & Supernova Ent",1,3622825,,https://www.youtube.com/watch?v=fEUCYAd0KGM,2023-05-19,2023-05-25
24,25,28.0,Bombonzinho (Ao Vivo),Israel & Rodolffo & Ana Castela,29,3609439,10.7%,https://www.youtube.com/watch?v=t050lriI0_w,2023-05-19,2023-05-25
25,26,15.0,Bokaloka,"DJ BOY, Mc Kako, MC Joãozinho VT, MC Tuto, MC V7, Mc Erik, Mc Pê Leal, MC Vine7 & MC Don Juan",29,3609096,-20.2%,https://www.youtube.com/watch?v=BBUdg9S4Ii4,2023-05-19,2023-05-25
26,27,26.0,Não Vitalício (Nunca Mais) [Ao Vivo],Matheus & Kauan & Mari Fernandez,16,3584457,-1.4%,https://www.youtube.com/watch?v=OO1nHL70qEE,2023-05-19,2023-05-25
27,28,29.0,Traumatizei (Ao Vivo Em Brasília),Henrique & Juliano,16,3578163,10.7%,https://www.youtube.com/watch?v=QxZFjShiXhA,2023-05-19,2023-05-25
28,29,38.0,Deixa,Maria Marçal,9,3530146,21.3%,https://www.youtube.com/watch?v=93TXfW3MT4o,2023-05-19,2023-05-25
29,30,,Engana Dizendo Que Ama,"Veigh, Tz da Coronel, Toledo, Bvga Beatz, Supernova Ent & Nagalli",1,3469662,,https://www.youtube.com/watch?v=4Qta7cMSXc4,2023-05-19,2023-05-25
30,31,42.0,DONA DE MIM,Ana Castela,22,3326274,20.6%,https://www.youtube.com/watch?v=rUW7ev79fTA,2023-05-19,2023-05-25
31,32,36.0,Roça Em Mim,"Zé Felipe, Ana Castela & Luan Pereira",27,3318571,11.4%,https://www.youtube.com/watch?v=5fI3cK7iDeg,2023-05-19,2023-05-25
32,33,40.0,Pega o Guanabara (Ao Vivo),Wesley Safadão & Alanzim Coreano,32,3262725,15.7%,https://www.youtube.com/watch?v=uBc1wkTMywM,2023-05-19,2023-05-25
33,34,31.0,Love Gostosinho (Ao Vivo),NATTAN & Felipe Amorim,20,3229694,2.5%,https://www.youtube.com/watch?v=6kiJt7WTTM4,2023-05-19,2023-05-25
34,35,34.0,Americana Na Vaquejada,Grandão Vaqueiro & NATTAN,8,3199253,5.2%,https://www.youtube.com/watch?v=uSHSess_Tpg,2023-05-19,2023-05-25
35,36,32.0,Rancorosa (Ao Vivo),Henrique & Juliano,9,3152484,0.2%,https://www.youtube.com/watch?v=x9XkXqGDo04,2023-05-19,2023-05-25
36,37,56.0,Zona De Perigo,Léo Santana,17,3148485,36.2%,https://www.youtube.com/watch?v=0cnUcoXllMM,2023-05-19,2023-05-25
37,38,27.0,Coladin (Minha Deusa),Zé Vaqueiro,25,3111853,-12.9%,https://www.youtube.com/watch?v=eihpkV7KSKo,2023-05-19,2023-05-25
38,39,48.0,Pátio do Posto (Ao Vivo),Zé Neto & Cristiano,13,3100280,18.9%,https://www.youtube.com/watch?v=6RTg7ovfaLk,2023-05-19,2023-05-25
39,40,57.0,Me Bloqueia (Ao Vivo),Zé Neto & Cristiano,10,3066212,32.9%,https://www.youtube.com/watch?v=_I6rcvzXUE0,2023-05-19,2023-05-25
40,41,96.0,Ela Voltou de Perna Bamba (feat. MC Pê Original),"Dj Pikeno MPC, MC Guh SR & Markim WF",2,3062642,96.1%,https://www.youtube.com/watch?v=5psNl_M0_jk,2023-05-19,2023-05-25
41,42,50.0,Haja Colírio (Ao Vivo) (feat. Hugo & Guilherme),Guilherme & Benuto,44,3040207,19.2%,https://www.youtube.com/watch?v=qjxNM9qF3LA,2023-05-19,2023-05-25
42,43,62.0,Papin,MC Kevin o Chris & MC Caja,6,2980450,44.3%,https://www.youtube.com/watch?v=Qr_0547VH58,2023-05-19,2023-05-25
43,44,52.0,Segredo,"KayBlack, Marquinho No Beat & Wall Hein",5,2975761,19.8%,https://www.youtube.com/watch?v=jHZkI2Q-NC8,2023-05-19,2023-05-25
44,45,30.0,Felina,WIU & MC Ryan SP,35,2964275,-6%,https://www.youtube.com/watch?v=wFBp_PHXrf4,2023-05-19,2023-05-25
45,46,33.0,Pião de Vida Louca,Japãozin,5,2897212,-5%,https://www.youtube.com/watch?v=sTuP-cnH9_w,2023-05-19,2023-05-25
46,47,60.0,Giro Louco,MC PH & Murillo e LT no Beat,2,2861430,36.3%,https://www.youtube.com/watch?v=qxpYri5vHU4,2023-05-19,2023-05-25
47,48,49.0,Duas,Nadson O Ferinha,5,2820734,9.8%,https://www.youtube.com/watch?v=KyZ-4I7XO6o,2023-05-19,2023-05-25
48,49,41.0,Aquecimento Senta Senta Suave,MC Kevin o Chris & BUARQUE,11,2788481,-0.4%,https://www.youtube.com/watch?v=GKNWwEtf-Zc,2023-05-19,2023-05-25
49,50,35.0,Mas Existe um Lugar,"cryzin, Kaio Viana & Noemi Leal",9,2751376,-8.9%,https://www.youtube.com/watch?v=pdMNd_FMzTM,2023-05-19,2023-05-25
50,51,98.0,Manda um Oi (Ao Vivo),Guilherme & Benuto & Simone Mendes,2,2719969,82.9%,https://www.youtube.com/watch?v=b3NsZtiiwFg,2023-05-19,2023-05-25
51,52,43.0,Altas Loucurinhas (Uni Duni Tê) (Ao Vivo),Matheus Fernandes,16,2669056,-2.8%,https://www.youtube.com/watch?v=JFf_IKPC6RM,2023-05-19,2023-05-25
52,53,37.0,Saudade da Minha Vida (Ao Vivo),Gusttavo Lima,17,2653467,-9%,https://www.youtube.com/watch?v=Jm5MCIVwjas,2023-05-19,2023-05-25
53,54,67.0,Clickbait,"Veigh, Niink , Bvga Beatz & Supernova Ent",4,2628032,30.1%,https://www.youtube.com/watch?v=eyb10WuPaME,2023-05-19,2023-05-25
54,55,61.0,Lapada Dela (Ao Vivo),Grupo Menos É Mais & Matheus Fernandes,11,2621790,26%,https://www.youtube.com/watch?v=fd3PJfv7SaY,2023-05-19,2023-05-25
55,56,55.0,Namorando Ou Não (Ao Vivo) (feat. Luan Santana),Clayton & Romário,9,2595015,11.6%,https://www.youtube.com/watch?v=_aWNQ6ykQHw,2023-05-19,2023-05-25
56,57,,Ô Lá na Roça (Ao Vivo),Felipe & Murillo & Ana Castela,36,2443681,,https://www.youtube.com/watch?v=pPxs52_MVIU,2023-05-19,2023-05-25
57,58,73.0,Boiadeira E Maloqueiro,"Felipe Melchiori, Giovana Martynns & Gabi Saiury",5,2438112,29.7%,https://www.youtube.com/watch?v=y-08wsrSG3s,2023-05-19,2023-05-25
58,59,66.0,Noite Fria,"Mc IG, MC Pipokinha & DJ Glenner",13,2300320,13.9%,https://www.youtube.com/watch?v=lKNdzn_VL0k,2023-05-19,2023-05-25
59,60,82.0,Deus Perdoa,Filipe Ret & Dallass,8,2295644,36.4%,https://www.youtube.com/watch?v=-23qYBHF_P4,2023-05-19,2023-05-25
60,61,45.0,Sem Aliança no Dedo,MC Xenon,15,2288935,-13.2%,https://www.youtube.com/watch?v=eOTJtXleRcE,2023-05-19,2023-05-25
61,62,92.0,Cadê Seu Namorado Moça?,Nadson O Ferinha,3,2244472,42.4%,https://www.youtube.com/watch?v=,2023-05-19,2023-05-25
62,63,84.0,Ai Calica,Boca,8,2187560,31.4%,https://www.youtube.com/watch?v=QTmpxhHNyII,2023-05-19,2023-05-25
63,64,51.0,Vida Chique (feat. Kaash Paige),Veigh & Supernova Ent,20,2155068,-14.4%,https://www.youtube.com/watch?v=HzVS22rEwzU,2023-05-19,2023-05-25
64,65,70.0,Love Absurdo,"Mari Fernandez, MC Ryan SP & Mc Daniel",15,2151473,8.6%,https://www.youtube.com/watch?v=c-9KKQX4vwA,2023-05-19,2023-05-25
65,66,,Nu,Anitta & HITMAKER,1,2097801,,https://www.youtube.com/watch?v=4Se0tylmoi8,2023-05-19,2023-05-25
66,67,75.0,Mágica,Hugo & Guilherme,8,2038592,8.8%,https://www.youtube.com/watch?v=MV5wggAXoVU,2023-05-19,2023-05-25
67,68,68.0,Erro Gostoso,Nadson O Ferinha,7,2005600,-0.1%,https://www.youtube.com/watch?v=pqorux-gDIQ,2023-05-19,2023-05-25
68,69,79.0,ENSAIO DAS MARAVILHAS,PEDRO SAMPAIO & Thaysa Maravilha,14,1996931,9.8%,https://www.youtube.com/watch?v=a8xV1QH_P18,2023-05-19,2023-05-25
69,70,81.0,SOLTEIROU (Ao Vivo),Luan Santana,17,1994656,16.6%,https://www.youtube.com/watch?v=GnoTgMEckDs,2023-05-19,2023-05-25
70,71,72.0,De Dentro Pra Fora (Live),Julia Vitória,7,1959281,3.5%,https://www.youtube.com/watch?v=OXBCV5WixCU,2023-05-19,2023-05-25
71,72,78.0,Jeová Jireh,Aline Barros,5,1942093,6.5%,https://www.youtube.com/watch?v=YyFd_dXy494,2023-05-19,2023-05-25
72,73,58.0,Migo ou Vida? (feat. MC Ryan SP),"Mc IG, MC PH, Murillo e LT no Beat & Dj Oreia",9,1939497,-13.4%,https://www.youtube.com/watch?v=038emoNRq50,2023-05-19,2023-05-25
73,74,89.0,Perdoou Nada (Ao Vivo),Israel & Rodolffo & Jorge & Mateus,19,1934331,19.2%,https://www.youtube.com/watch?v=xEd4vHYLDko,2023-05-19,2023-05-25
74,75,76.0,"Banco do Carona (feat. Gabb MC, MC Joãozinho VT, MC Marks, MC Vine7 & MC Robs)","MC Don Juan, Mc Kako & DJ BOY",6,1889486,1.7%,https://www.youtube.com/watch?v=Uxtgz1FU3XA,2023-05-19,2023-05-25
75,76,,Macho Preferido,Zé Felipe & MC Jacaré,1,1856724,,https://www.youtube.com/watch?v=HH4FAIfPtko,2023-05-19,2023-05-25
76,77,,Ela se Envolve,MC GP,2,1827299,,https://www.youtube.com/watch?v=HiD5NfL7V1Y,2023-05-19,2023-05-25
77,78,21.0,Talarica (feat. Ray Marcelle),Hytalo Santos,2,1811853,-54.2%,https://www.youtube.com/watch?v=HUFSL-1YQgg,2023-05-19,2023-05-25
78,79,85.0,Boiadeira,Ana Castela,3,1810394,8.8%,https://www.youtube.com/watch?v=DyQ3McP4Two,2023-05-19,2023-05-25
79,80,44.0,Você Não É Mais Assim (Ao Vivo),Marília Mendonça & Zezé Di Camargo,2,1807337,-31.9%,https://www.youtube.com/watch?v=wmQdOhoy0_s,2023-05-19,2023-05-25
80,81,,Chapéu Preto (Ao Vivo),Fiduma & Jeca,1,1791572,,https://www.youtube.com/watch?v=p3MQgwt8LmE,2023-05-19,2023-05-25
81,82,,WAR,"Caio Luccas, Ayo Th & NADAMAL",3,1776286,,https://www.youtube.com/watch?v=v3bY7vPTmZA,2023-05-19,2023-05-25
82,83,,Eu Gosto Assim (Ao Vivo),Gustavo Mioto & Mari Fernandez,27,1765170,,https://www.youtube.com/watch?v=af8fdbaB8JY,2023-05-19,2023-05-25
83,84,94.0,Eu Minto (Ao Vivo),US Agroboy & Ana Castela,17,1739894,10.6%,https://www.youtube.com/watch?v=E7d9hda5Cws,2023-05-19,2023-05-25
84,85,95.0,Assunto Particular,Oruam,9,1717889,9.4%,https://www.youtube.com/watch?v=5hj2kiGGbGs,2023-05-19,2023-05-25
85,86,87.0,Quando Tem Sentimento (Ao Vivo),Mari Fernandez,11,1690478,3.3%,https://www.youtube.com/watch?v=VZ2eUOIgfcs,2023-05-19,2023-05-25
86,87,,Capricorniana,MC Lzyn & DJ DUBOM,5,1670510,,https://www.youtube.com/watch?v=wS1kXQH83U4,2023-05-19,2023-05-25
87,88,,Na Contramão (feat. Mc Delux),"DJ Katrip, Dj Darge & Mc Th",1,1665866,,https://www.youtube.com/watch?v=eoKBEjbAjYU,2023-05-19,2023-05-25
88,89,88.0,Eu Permiti o Vento,Vitória Souza,8,1658685,2.1%,https://www.youtube.com/watch?v=IUNUM0IbAdU,2023-05-19,2023-05-25
89,90,74.0,Todavia Me Alegrarei (Ao Vivo),Samuel Messias,15,1621998,-13.7%,https://www.youtube.com/watch?v=81GaF34veWA,2023-05-19,2023-05-25
90,91,,Cheiro da Karolina,Luiz Poderoso Chefão,21,1619463,,https://www.youtube.com/watch?v=9gbWg7EGFEc,2023-05-19,2023-05-25
91,92,,Namora Aí,MC Ryan SP & Mc Daniel,22,1606158,,https://www.youtube.com/watch?v=4HQect5dM-g,2023-05-19,2023-05-25
92,93,,Desabafo,"Mc Poze do Rodo, Ajaxx & Mainstreet",8,1601923,,https://www.youtube.com/watch?v=78aBsqmXdk4,2023-05-19,2023-05-25
93,94,86.0,Alô Inveja (Ao Vivo Em Brasília),Henrique & Juliano,16,1548142,-5.9%,https://www.youtube.com/watch?v=DB6-B_vtwuQ,2023-05-19,2023-05-25
94,95,,Me Esquece Por Enquanto (Ao Vivo),Simone Mendes,1,1545083,,https://www.youtube.com/watch?v=Zjac4xXdubo,2023-05-19,2023-05-25
95,96,,Carinha de Bebê,Ana Castela & PEDRO SAMPAIO,10,1542524,,https://www.youtube.com/watch?v=cTjrTb4XaR0,2023-05-19,2023-05-25
96,97,,A Culpa É Nossa,Nadson O Ferinha,3,1541612,,https://www.youtube.com/watch?v=4R9jEM2ms8o,2023-05-19,2023-05-25
97,98,,Covardia (En Vivo),Wesley Safadão & Ana Castela,3,1532622,,https://www.youtube.com/watch?v=JiKqvsjZJZU,2023-05-19,2023-05-25
98,99,91.0,Galopeira,"MC Menor MT, DJ DEIVÃO & Dj Gouveia",6,1526169,-3.4%,https://www.youtube.com/watch?v=FQMp-QB1dB0,2023-05-19,2023-05-25
99,100,,Novinha do Onlyfans (Tchan Ran Tchan Tchan),Kadu Martins,24,1507790,,https://www.youtube.com/watch?v=vdbhKBGbsVM,2023-05-19,2023-05-25
